incident at sensor (i),road,mile,type,date,incident_time,incident_hour,data_time,weather,light,speed (i-5),volume (i-5),occupancy (i-5),speed (i-4),volume (i-4),occupancy (i-4),speed (i-3),volume (i-3),occupancy (i-3),speed (i-2),volume (i-2),occupancy (i-2),speed (i-1),volume (i-1),occupancy (i-1),speed (i),volume (i),occupancy (i),speed (i+1),volume (i+1),occupancy (i+1),speed (i+2),volume (i+2),occupancy (i+2),speed (i+3),volume (i+3),occupancy (i+3),speed (i+4),volume (i+4),occupancy (i+4),speed (i+5),volume (i+5),occupancy (i+5)
0,00I75S,4.8,None,2021-01-27,01:30,1,01:15:00,--,Dark,59.0,5,2.2,59.0,1,0.16666666666666666,,0,0.0,62.0,3,2.75,61.75,6,1.3333333333333333,54.0,1,0.8,72.0,4,1.0,,0,0.0,69.0,4,1.25,58.5,5,6.0,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:15:30,--,Dark,64.0,8,1.6,,0,0.0,63.333333333333336,5,2.75,62.666666666666664,5,1.25,59.0,4,1.3333333333333333,59.0,5,1.2,70.0,5,1.6666666666666667,64.0,1,2.0,68.0,2,1.25,54.0,1,1.5,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:16:00,--,Dark,,0,0.0,55.5,2,0.3333333333333333,63.333333333333336,5,1.75,65.0,1,0.25,56.0,5,1.6666666666666667,58.333333333333336,3,1.6,68.5,5,2.0,66.5,2,1.0,65.33333333333333,3,1.25,59.0,2,1.0,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:16:30,--,Dark,,0,0.0,56.6,9,3.6666666666666665,,0,0.0,,0,0.0,59.666666666666664,5,1.1666666666666667,60.666666666666664,6,1.8,69.0,2,1.3333333333333333,66.0,1,0.5,56.0,2,0.25,55.0,1,0.5,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:17:00,--,Dark,57.333333333333336,3,2.2,64.5,2,0.3333333333333333,,0,0.0,61.5,6,3.75,59.75,9,1.5,,0,0.0,70.0,6,5.666666666666667,71.0,3,1.0,,0,0.0,62.0,1,2.0,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:17:30,--,Dark,,0,0.8,,0,0.0,65.33333333333333,7,3.75,59.0,2,0.5,61.0,2,0.3333333333333333,56.666666666666664,5,2.8,69.5,2,1.3333333333333333,,0,0.5,65.0,6,0.75,,0,0.0,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:18:00,--,Dark,54.0,1,0.6,59.0,1,0.16666666666666666,65.5,2,1.5,,0,0.0,59.4,5,1.5,56.0,2,0.4,68.0,6,1.6666666666666667,71.0,1,0.5,,0,0.0,,0,0.0,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:18:30,--,Dark,59.0,2,0.8,62.25,5,1.8333333333333333,69.0,1,0.25,69.0,1,0.25,60.25,6,1.3333333333333333,55.666666666666664,8,1.6,,0,0.0,,0,0.0,58.666666666666664,4,3.75,59.5,3,2.5,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:19:00,--,Dark,57.666666666666664,4,1.8,59.0,3,0.8333333333333334,68.0,1,0.25,62.75,6,3.0,61.0,8,2.0,64.5,2,0.6,68.5,4,2.0,,0,0.0,59.0,2,1.25,58.0,2,2.5,,,
0,00I75S,4.8,None,2021-01-27,01:30,1,01:19:30,--,Dark,57.5,2,0.4,75.0,1,0.16666666666666666,65.66666666666667,3,1.75,64.66666666666667,3,1.5,66.0,6,0.5,59.25,6,1.4,74.0,1,0.3333333333333333,70.0,2,0.5,63.333333333333336,5,1.25,60.0,1,0.5,,,
