incident at sensor (i),road,mile,type,date,incident_time,incident_hour,data_time,weather,light,speed (i-5),volume (i-5),occupancy (i-5),speed (i-4),volume (i-4),occupancy (i-4),speed (i-3),volume (i-3),occupancy (i-3),speed (i-2),volume (i-2),occupancy (i-2),speed (i-1),volume (i-1),occupancy (i-1),speed (i),volume (i),occupancy (i),speed (i+1),volume (i+1),occupancy (i+1),speed (i+2),volume (i+2),occupancy (i+2),speed (i+3),volume (i+3),occupancy (i+3),speed (i+4),volume (i+4),occupancy (i+4),speed (i+5),volume (i+5),occupancy (i+5)
0,00I24W,173.8,None,2021-04-03,16:37,16,16:22:00,--,Daylight,49.5,94,67.5,61.2,1251117,248304.2,50.0,1824,303128.5,38.25,81094,268512.75,58.0,1023,457.0,59.5,66,22.0,68.0,716,609.0,63.0,59,49.0,49.5,49,34.5,71.0,711,59.5,62.0,612,355.5
0,00I24W,173.8,None,2021-04-03,16:37,16,16:22:30,--,Daylight,60.0,58,606.5,63.4,107196,186282.8,49.25,2324,273053.5,38.5,81383,1777979.25,56.5,1014,34.0,57.5,613,29.5,68.5,711,507.5,62.5,711,507.0,46.0,65,41.5,72.0,68,23.0,67.0,513,29.5
0,00I24W,173.8,None,2021-04-03,16:37,16,16:23:00,--,Daylight,60.5,1011,558.5,65.0,10130711,2426063.4,51.25,2226,237803.5,43.75,4593,18799.5,63.0,910,28.0,60.0,1010,44.5,72.0,511,356.0,63.5,715,655.5,43.5,415,508.5,71.0,47,38.5,66.0,56,42.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:23:30,--,Daylight,62.0,21,5.5,64.6,1061191,13990.2,52.0,2424,356103.0,43.25,8453,45820.5,60.0,1118,406.0,59.5,58,53.0,70.0,415,308.0,66.0,416,357.0,45.0,716,712.5,70.5,54,41.5,65.0,39,13.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:24:00,--,Daylight,60.0,1014,657.0,67.0,880510,148042.0,55.5,3314,11152.75,44.75,6672,485303.5,64.0,69,42.0,60.0,30,10.0,67.0,67,605.0,66.0,49,38.5,48.5,412,556.0,69.5,108,53.0,66.5,49,43.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:24:30,--,Daylight,61.0,86,47.5,66.5,1015087,182209.8,63.0,1304,352.0,43.75,61075,195306.75,62.5,75,32.0,59.0,67,49.5,67.5,912,507.5,65.0,99,505.0,47.5,313,14.5,69.5,810,79.0,63.5,614,455.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:25:00,--,Daylight,61.5,613,605.5,65.4,1214296,262051.4,56.75,3523,1241.5,43.5,29106,65408.0,63.0,25,6.0,58.5,57,72.5,68.5,58,307.0,64.5,78,555.0,46.0,510,558.0,72.5,54,51.5,65.5,717,256.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:25:30,--,Daylight,59.5,712,506.0,61.8,1318185,262429.4,54.0,0843,3568.75,43.5,9992,2778004.5,63.5,1211,84.0,61.5,47,52.5,69.5,45,32.5,68.5,67,43.5,48.5,99,455.5,72.5,56,37.5,67.5,69,48.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:26:00,--,Daylight,62.5,610,44.5,61.0,1221187,242633.6,56.75,1732,79313.5,45.0,41195,195281.0,62.0,1213,555.5,58.0,59,54.5,68.5,36,18.5,69.0,86,59.5,48.0,76,49.0,72.5,62,56.5,69.0,68,28.0
0,00I24W,173.8,None,2021-04-03,16:37,16,16:26:30,--,Daylight,66.0,58,18.0,60.5,12140148,2180305.0,57.25,1626,1792978.0,43.75,814115,2025553.5,62.0,1113,49.5,58.0,36,17.5,67.5,43,16.5,69.0,54,21.5,48.0,66,38.0,72.0,97,59.5,67.5,109,63.0
